Chip Run Info,D:\PCR DATA\Goran\01072014 HSC ss5 MS\ChipRun.bml,1361898495,96.96 (136x),GE 96x96 Standard v2,ROX,FAM-MGB,7/1/2014 5:04:21 PM,01:31:10,BIOMARKHD151
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.6
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,User
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Defined
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Fold Change,Quality,Call,Comments
S83-A08,SS81,Unknown,1,,CSF3R,Test,ref,14.2016570185158,0.930699471435892,Pass,0.00739483819285099,999,0,Fail,1.21527621985521,0.930699471435892,Pass,999,-1,0,Fail,
S83-A09,SS81,Unknown,1,,GATA1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A10,SS81,Unknown,1,,HPRT,Test,ref,999,0,Fail,0.00798256174323489,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A11,SS81,Unknown,1,,Lin28B,Test,ref,999,0,Fail,0.00623241913871582,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A12,SS81,Unknown,1,,RAG2,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A13,SS81,Unknown,1,,AHR,Test,ref,18.2434625273786,0.936524456084653,Pass,0.0106856699938162,999,0,Fail,5.25708172871804,0.936524456084653,Pass,999,-1,0,Fail,
S83-A14,SS81,Unknown,1,,CCNG1,Test,ref,14.577207436915,0.920842695450582,Pass,0.00646031329530732,999,0,Fail,1.59082663825443,0.920842695450582,Pass,999,-1,0,Fail,
S83-A15,SS81,Unknown,1,,CD165,Test,ref,999,0,Fail,0.00740489284862091,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A16,SS81,Unknown,1,,CD35,Test,ref,16.0632512382293,0.747219603454764,Pass,0.00586561205902168,999,0,Fail,3.07687043956872,0.747219603454764,Pass,999,-1,0,Fail,
S83-A17,SS81,Unknown,1,,CD54,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A18,SS81,Unknown,1,,CD93,Test,ref,999,0,Fail,0.00678282059893852,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A19,SS81,Unknown,1,,CDKN2B,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A20,SS81,Unknown,1,,EBF1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A21,SS81,Unknown,1,,GATA2,Test,ref,16.0271317441218,0.806767964605485,Pass,0.00532992442214292,999,0,Fail,3.04075094546119,0.806767964605485,Pass,999,-1,0,Fail,
S83-A22,SS81,Unknown,1,,ID2,Test,ref,15.3270640537629,0.855829741952953,Pass,0.0122855592702119,999,0,Fail,2.34068325510235,0.855829741952953,Pass,999,-1,0,Fail,
S83-A23,SS81,Unknown,1,,LMO2,Test,ref,16.2773830065936,0.777328175643501,Pass,0.00758847865136622,999,0,Fail,3.29100220793304,0.777328175643501,Pass,999,-1,0,Fail,
S83-A24,SS81,Unknown,1,,ref,Reference,,12.5618990542841,1,Pass,0.00547711740858932,999,0,Fail,-0.424481744376495,0.944790637477526,Pass,999,-1,0,Fail,
S83-A25,SS81,Unknown,1,,BMI1,Test,ref,16.6572371898226,0.849140801753748,Pass,0.0128993322677345,999,0,Fail,3.67085639116205,0.849140801753748,Pass,999,-1,0,Fail,
S83-A26,SS81,Unknown,1,,CCR,Test,ref,999,0,Fail,0.00818805193545112,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A27,SS81,Unknown,1,,CD18,Test,ref,999,0,Fail,0.00925003762727756,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A28,SS81,Unknown,1,,CD36,Test,ref,999,0,Fail,0.0142798031525467,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A29,SS81,Unknown,1,,CD55,Test,ref,16.9145737651072,1,Pass,0.00668291726756213,999,0,Fail,3.92819296644666,0.944790637477526,Pass,999,-1,0,Fail,
S83-A30,SS81,Unknown,1,,CD97,Test,ref,999,0,Fail,0.00847193364645452,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A31,SS81,Unknown,1,,CDKN2C,Test,ref,999,0,Fail,0.00740745955247231,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A32,SS81,Unknown,1,,ENG,Test,ref,16.2913218462466,0.884854133334152,Pass,0.00900706227692326,999,0,Fail,3.30494104758598,0.884854133334152,Pass,999,-1,0,Fail,
S83-A33,SS81,Unknown,1,,GFI1,Test,ref,999,0,Fail,0.00459278880011109,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A34,SS81,Unknown,1,,IGF2BPI,Test,ref,15.495096941294,0.993559596835841,Pass,0.00917964402223912,999,0,Fail,2.50871614263341,0.944790637477526,Pass,999,-1,0,Fail,
S83-A35,SS81,Unknown,1,,LYL1,Test,ref,999,0,Fail,0.00543433262818719,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A36,SS81,Unknown,1,,RUNX1,Test,ref,15.7018122567916,0.959269006561577,Pass,0.00906314899108036,999,0,Fail,2.71543145813102,0.944790637477526,Pass,999,-1,0,Fail,
S83-A37,SS81,Unknown,1,,CCNA1,Test,ref,999,0,Fail,0.0233889804490084,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A38,SS81,Unknown,1,,CD100,Test,ref,999,0,Fail,0.00775506250391744,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A39,SS81,Unknown,1,,CD84,Test,ref,16.3757304219048,0.810182094123433,Pass,0.0195040049282306,999,0,Fail,3.38934962324425,0.810182094123433,Pass,999,-1,0,Fail,
S83-A40,SS81,Unknown,1,,CD38,Test,ref,999,0,Fail,0.015635308545831,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A41,SS81,Unknown,1,,CD56,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A42,SS81,Unknown,1,,CD98,Test,ref,18.3344317712816,0.857289577751953,Pass,0.00959679854555403,999,0,Fail,5.34805097262097,0.857289577751953,Pass,999,-1,0,Fail,
S83-A43,SS81,Unknown,1,,CEACAM1,Test,ref,999,0,Fail,0.00517922557972216,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A44,SS81,Unknown,1,,EPOR,Test,ref,999,0,Fail,0.00714922939070527,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A45,SS81,Unknown,1,,Hes1,Test,ref,999,0,Fail,0.00476066601553474,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A46,SS81,Unknown,1,,IK7F,Test,ref,15.939524658393,1,Pass,0.00709356824211718,999,0,Fail,2.95314385973239,0.944790637477526,Pass,999,-1,0,Fail,
S83-A47,SS81,Unknown,1,,mKi67,Test,ref,999,0,Fail,0.00665043797732045,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A48,SS81,Unknown,1,,SELL,Test,ref,16.5665460233491,0.943258790682606,Pass,0.00840508919325634,999,0,Fail,3.58016522468852,0.943258790682606,Pass,999,-1,0,Fail,
S83-A54,SS81,Unknown,1,,CD99,Test,ref,14.1537892920027,0.978976982054694,Pass,0.00879726160737329,999,0,Fail,1.16740849334209,0.944790637477526,Pass,999,-1,0,Fail,
S83-A53,SS81,Unknown,1,,CD61,Test,ref,999,0,Fail,0.0106381859274878,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A52,SS81,Unknown,1,,CD4,Test,ref,16.3548118089797,0.940873536076286,Pass,0.00718298207592986,999,0,Fail,3.36843101031915,0.940873536076286,Pass,999,-1,0,Fail,
S83-A51,SS81,Unknown,1,,CD22,Test,ref,999,0,Fail,0.00877939272834603,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A50,SS81,Unknown,1,,CD11a,Test,ref,999,0,Fail,0.00812914085089729,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A49,SS81,Unknown,1,,CCNB1,Test,ref,999,0,Fail,0.0138130606667782,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A60,SS81,Unknown,1,,SELP,Test,ref,999,0,Fail,0.00733681638298117,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A59,SS81,Unknown,1,,MPL,Test,ref,17.2885118247711,0.869650555101337,Pass,0.00889315713841857,999,0,Fail,4.30213102611055,0.869650555101337,Pass,999,-1,0,Fail,
S83-A58,SS81,Unknown,1,,IL2RG,Test,ref,17.5998544102427,0.946585041797454,Pass,0.0102484366681444,999,0,Fail,4.61347361158212,0.944790637477526,Pass,999,-1,0,Fail,
S83-A57,SS81,Unknown,1,,HEY2,Test,ref,999,0,Fail,0.00937299001922149,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A56,SS81,Unknown,1,,ERG,Test,ref,12.7251280241196,0.883879769895485,Fail,0.00736185684040496,999,0,Fail,-0.261252774541031,0.883879769895485,Fail,999,-1,0,Fail,
S83-A55,SS81,Unknown,1,,CEACAM3,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A66,SS81,Unknown,1,,CDKN1A,Test,ref,999,0,Fail,0.0038182707736666,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A65,SS81,Unknown,1,,CD63,Test,ref,13.3421884180861,0.765034062113742,Pass,0.0103470318132771,999,0,Fail,0.355807619425503,0.765034062113742,Pass,999,-1,0,Fail,
S83-A64,SS81,Unknown,1,,CD48,Test,ref,999,0,Fail,0.011165875493998,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A63,SS81,Unknown,1,,CD243,Test,ref,999,0,Fail,0.0143776782048589,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A62,SS81,Unknown,1,,CD13,Test,ref,999,0,Fail,0.0106337688185634,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A61,SS81,Unknown,1,,CCNC,Test,ref,18.4013794340522,0.423325882090093,Fail,0.0131207306365164,999,0,Fail,5.41499863539159,0.423325882090093,Fail,999,-1,0,Fail,
S83-A72,SS81,Unknown,1,,TAL1,Test,ref,999,0,Fail,0.0105145637107563,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A71,SS81,Unknown,1,,MPO,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A70,SS81,Unknown,1,,IL7R,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A69,SS81,Unknown,1,,HMGA2,Test,ref,999,0,Fail,0.011342936222251,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A68,SS81,Unknown,1,,FLI1,Test,ref,15.7450264644421,0.863371406737544,Pass,0.00577758540573219,999,0,Fail,2.75864566578149,0.863371406737544,Pass,999,-1,0,Fail,
S83-A67,SS81,Unknown,1,,CEACAM5,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A78,SS81,Unknown,1,,CDKN1B,Test,ref,16.9036080152231,1,Pass,0.00779516202939579,999,0,Fail,3.91722721656251,0.944790637477526,Pass,999,-1,0,Fail,
S83-A77,SS81,Unknown,1,,CD71,Test,ref,999,0,Fail,0.014061906373137,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A76,SS81,Unknown,1,,CD49e,Test,ref,15.1167549109645,0.817884350776959,Pass,0.011205159218408,999,0,Fail,2.13037411230389,0.817884350776959,Pass,999,-1,0,Fail,
S83-A75,SS81,Unknown,1,,CD244,Test,ref,999,0,Fail,0.0133227052026465,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A74,SS81,Unknown,1,,CD15,Test,ref,18.9892437495529,1,Pass,0.0103571401368519,999,0,Fail,6.00286295089234,0.944790637477526,Pass,999,-1,0,Fail,
S83-A73,SS81,Unknown,1,,CCND1,Test,ref,999,0,Fail,0.0081677341556075,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A84,SS81,Unknown,1,,THY1,Test,ref,999,0,Fail,0.0065164486298048,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A83,SS81,Unknown,1,,Notch1,Test,ref,999,0,Fail,0.00529467926150921,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A82,SS81,Unknown,1,,ITGB7,Test,ref,999,0,Fail,0.0092058463308281,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A81,SS81,Unknown,1,,HOXA5,Test,ref,20.1680814272253,0.912940872353877,Pass,0.00604053731352747,999,0,Fail,7.18170062856476,0.912940872353877,Pass,999,-1,0,Fail,
S83-A80,SS81,Unknown,1,,FLT3,Test,ref,999,0,Fail,0.0100339840136811,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A79,SS81,Unknown,1,,CEACAM6,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A90,SS81,Unknown,1,,Cdkn1c,Test,ref,999,0,Fail,0.00488845349121929,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A89,SS81,Unknown,1,,CD86,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A88,SS81,Unknown,1,,CD49f,Test,ref,18.9067962441013,1,Pass,0.0159430412820121,999,0,Fail,5.92041544544075,0.944790637477526,Pass,999,-1,0,Fail,
S83-A87,SS81,Unknown,1,,CD33,Test,ref,18.3986284850851,0.845685981100767,Pass,0.0120626810533097,999,0,Fail,5.41224768642451,0.845685981100767,Pass,999,-1,0,Fail,
S83-A86,SS81,Unknown,1,,CD151,Test,ref,14.6916642899015,1,Pass,0.0145099881811032,999,0,Fail,1.70528349124095,0.944790637477526,Pass,999,-1,0,Fail,
S83-A85,SS81,Unknown,1,,CCNE1,Test,ref,999,0,Fail,0.0102196121843372,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A96,SS81,Unknown,1,,VWF,Test,ref,999,0,Fail,0.00382006558225211,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S83-A95,SS81,Unknown,1,,Pu1,Test,ref,12.5783126800905,1,Pass,0.00638928502851184,999,0,Fail,-0.408068118570123,0.944790637477526,Pass,999,-1,0,Fail,
S83-A94,SS81,Unknown,1,,KIT,Test,ref,14.3083998309603,0.875473973692398,Pass,0.00699479270713429,999,0,Fail,1.32201903229969,0.875473973692398,Pass,999,-1,0,Fail,
S83-A93,SS81,Unknown,1,,HOXB4,Test,ref,15.3392513820971,0.83266363493939,Pass,0.00524913885620777,999,0,Fail,2.35287058343649,0.83266363493939,Pass,999,-1,0,Fail,
S83-A92,SS81,Unknown,1,,ref,Reference,,13.4108625430371,0.889581274955051,Pass,0.00547711740858932,999,0,Fail,0.424481744376493,0.889581274955051,Pass,999,-1,0,Fail,
S83-A91,SS81,Unknown,1,,CEBPalfa,Test,ref,999,0,Fail,0.00479386673841566,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A01,SS17,Unknown,1, ,ACE,Test,ref,999,0,Fail,0.00417469413939947,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A02,SS17,Unknown,1, ,Ccnf,Test,ref,999,0,Fail,0.00762680449631716,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A03,SS17,Unknown,1, ,Cd162,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A04,SS17,Unknown,1, ,CD34,Test,ref,15.7293646603075,0.932184699970375,Pass,0.0110004302618243,999,0,Fail,3.02806308808218,0.932184699970375,Pass,999,-1,0,Fail,
S17-A05,SS17,Unknown,1, ,CD53,Test,ref,17.0713963088949,0.663338175366809,Pass,0.00961195006642353,999,0,Fail,4.37009473666956,0.663338175366809,Pass,999,-1,0,Fail,
S17-A06,SS17,Unknown,1, ,CD9,Test,ref,999,0,Fail,0.0131871627125278,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A07,SS17,Unknown,1, ,CDKN2A,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A08,SS17,Unknown,1, ,CSF3R,Test,ref,13.7255077662954,0.999668472345334,Pass,0.00739483819285099,999,0,Fail,1.02420619407006,0.983902742390371,Pass,999,-1,0,Fail,
S17-A09,SS17,Unknown,1, ,GATA1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A10,SS17,Unknown,1, ,HPRT,Test,ref,15.669981460447,1,Pass,0.00798256174323489,999,0,Fail,2.96867988822162,0.983902742390371,Pass,999,-1,0,Fail,
S17-A11,SS17,Unknown,1, ,Lin28B,Test,ref,999,0,Fail,0.00623241913871582,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A12,SS17,Unknown,1, ,RAG2,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A13,SS17,Unknown,1, ,AHR,Test,ref,16.9155779682479,1,Pass,0.0106856699938162,999,0,Fail,4.21427639602252,0.983902742390371,Pass,999,-1,0,Fail,
S17-A14,SS17,Unknown,1, ,CCNG1,Test,ref,14.0531549781485,0.810799687554317,Pass,0.00646031329530732,999,0,Fail,1.35185340592312,0.810799687554317,Pass,999,-1,0,Fail,
S17-A15,SS17,Unknown,1, ,CD165,Test,ref,999,0,Fail,0.00740489284862091,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A16,SS17,Unknown,1, ,CD35,Test,ref,15.0733905929354,0.893625759752234,Pass,0.00586561205902168,999,0,Fail,2.37208902071007,0.893625759752234,Pass,999,-1,0,Fail,
S17-A17,SS17,Unknown,1, ,CD54,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A18,SS17,Unknown,1, ,CD93,Test,ref,999,0,Fail,0.00678282059893852,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A19,SS17,Unknown,1, ,CDKN2B,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A20,SS17,Unknown,1, ,EBF1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A21,SS17,Unknown,1, ,GATA2,Test,ref,23.5620467314433,0.906748616729969,Pass,0.00532992442214292,999,0,Fail,10.860745159218,0.906748616729969,Pass,999,-1,0,Fail,
S17-A22,SS17,Unknown,1, ,ID2,Test,ref,15.2815616294723,0.681256784670831,Pass,0.0122855592702119,999,0,Fail,2.580260057247,0.681256784670831,Pass,999,-1,0,Fail,
S17-A23,SS17,Unknown,1, ,LMO2,Test,ref,15.7156730824896,0.947388573615119,Pass,0.00758847865136622,999,0,Fail,3.01437151026422,0.947388573615119,Pass,999,-1,0,Fail,
S17-A24,SS17,Unknown,1, ,ref,Reference,,12.5209444874342,1,Pass,0.00547711740858932,999,0,Fail,-0.180357084791128,0.983902742390371,Pass,999,-1,0,Fail,
S17-A25,SS17,Unknown,1, ,BMI1,Test,ref,13.9621262628813,0.91297575548711,Pass,0.0128993322677345,999,0,Fail,1.26082469065597,0.91297575548711,Pass,999,-1,0,Fail,
S17-A26,SS17,Unknown,1, ,CCR,Test,ref,999,0,Fail,0.00818805193545112,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A27,SS17,Unknown,1, ,CD18,Test,ref,999,0,Fail,0.00925003762727756,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A28,SS17,Unknown,1, ,CD36,Test,ref,999,0,Fail,0.0142798031525467,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A29,SS17,Unknown,1, ,CD55,Test,ref,14.5549765156538,0.89095068464272,Pass,0.00668291726756213,999,0,Fail,1.8536749434284,0.89095068464272,Pass,999,-1,0,Fail,
S17-A30,SS17,Unknown,1, ,CD97,Test,ref,999,0,Fail,0.00847193364645452,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A31,SS17,Unknown,1, ,CDKN2C,Test,ref,999,0,Fail,0.00740745955247231,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A32,SS17,Unknown,1, ,ENG,Test,ref,14.9699827641231,1,Pass,0.00900706227692326,999,0,Fail,2.26868119189774,0.983902742390371,Pass,999,-1,0,Fail,
S17-A33,SS17,Unknown,1, ,GFI1,Test,ref,999,0,Fail,0.00459278880011109,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A34,SS17,Unknown,1, ,IGF2BPI,Test,ref,15.3688364644941,0.96214226584464,Pass,0.00917964402223912,999,0,Fail,2.66753489226878,0.96214226584464,Pass,999,-1,0,Fail,
S17-A35,SS17,Unknown,1, ,LYL1,Test,ref,14.8110704302261,0.931466908756978,Pass,0.00543433262818719,999,0,Fail,2.10976885800071,0.931466908756978,Pass,999,-1,0,Fail,
S17-A36,SS17,Unknown,1, ,RUNX1,Test,ref,14.3756683675323,0.890735412347231,Pass,0.00906314899108036,999,0,Fail,1.67436679530698,0.890735412347231,Pass,999,-1,0,Fail,
S17-A37,SS17,Unknown,1, ,CCNA1,Test,ref,999,0,Fail,0.0233889804490084,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A38,SS17,Unknown,1, ,CD100,Test,ref,18.9331027733088,0.917090433118522,Pass,0.00775506250391744,999,0,Fail,6.23180120108345,0.917090433118522,Pass,999,-1,0,Fail,
S17-A39,SS17,Unknown,1, ,CD84,Test,ref,16.0383967896038,0.739020480184668,Pass,0.0195040049282306,999,0,Fail,3.33709521737843,0.739020480184668,Pass,999,-1,0,Fail,
S17-A40,SS17,Unknown,1, ,CD38,Test,ref,999,0,Fail,0.015635308545831,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A41,SS17,Unknown,1, ,CD56,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A42,SS17,Unknown,1, ,CD98,Test,ref,999,0,Fail,0.00959679854555403,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A43,SS17,Unknown,1, ,CEACAM1,Test,ref,999,0,Fail,0.00517922557972216,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A44,SS17,Unknown,1, ,EPOR,Test,ref,999,0,Fail,0.00714922939070527,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A45,SS17,Unknown,1, ,Hes1,Test,ref,999,0,Fail,0.00476066601553474,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A46,SS17,Unknown,1, ,IK7F,Test,ref,19.7678870171268,1,Pass,0.00709356824211718,999,0,Fail,7.06658544490141,0.983902742390371,Pass,999,-1,0,Fail,
S17-A47,SS17,Unknown,1, ,mKi67,Test,ref,999,0,Fail,0.00665043797732045,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A48,SS17,Unknown,1, ,SELL,Test,ref,16.2039937659328,0.873457874266816,Pass,0.00840508919325634,999,0,Fail,3.5026921937074,0.873457874266816,Pass,999,-1,0,Fail,
S17-A54,SS17,Unknown,1, ,CD99,Test,ref,13.2125103290626,0.9712849735547,Pass,0.00879726160737329,999,0,Fail,0.511208756837213,0.9712849735547,Pass,999,-1,0,Fail,
S17-A53,SS17,Unknown,1, ,CD61,Test,ref,999,0,Fail,0.0106381859274878,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A52,SS17,Unknown,1, ,CD4,Test,ref,999,0,Fail,0.00718298207592986,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A51,SS17,Unknown,1, ,CD22,Test,ref,999,0,Fail,0.00877939272834603,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A50,SS17,Unknown,1, ,CD11a,Test,ref,999,0,Fail,0.00812914085089729,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A49,SS17,Unknown,1, ,CCNB1,Test,ref,999,0,Fail,0.0138130606667782,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A60,SS17,Unknown,1, ,SELP,Test,ref,999,0,Fail,0.00733681638298117,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A59,SS17,Unknown,1, ,MPL,Test,ref,16.540624608506,0.936296604281041,Pass,0.00889315713841857,999,0,Fail,3.8393230362806,0.936296604281041,Pass,999,-1,0,Fail,
S17-A58,SS17,Unknown,1, ,IL2RG,Test,ref,999,0,Fail,0.0102484366681444,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A57,SS17,Unknown,1, ,HEY2,Test,ref,999,0,Fail,0.00937299001922149,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A56,SS17,Unknown,1, ,ERG,Test,ref,13.5874012045403,0.913077657989295,Fail,0.00736185684040496,999,0,Fail,0.886099632314924,0.913077657989295,Fail,999,-1,0,Fail,
S17-A55,SS17,Unknown,1, ,CEACAM3,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A66,SS17,Unknown,1, ,CDKN1A,Test,ref,18.9825222583694,0.887579338712851,Pass,0.0038182707736666,999,0,Fail,6.28122068614405,0.887579338712851,Pass,999,-1,0,Fail,
S17-A65,SS17,Unknown,1, ,CD63,Test,ref,13.9437900124312,0.989518082196465,Pass,0.0103470318132771,999,0,Fail,1.24248844020581,0.983902742390371,Pass,999,-1,0,Fail,
S17-A64,SS17,Unknown,1, ,CD48,Test,ref,13.3556616114574,0.915372706517049,Pass,0.011165875493998,999,0,Fail,0.654360039232079,0.915372706517049,Pass,999,-1,0,Fail,
S17-A63,SS17,Unknown,1, ,CD243,Test,ref,15.4686468078442,0.901086089888275,Pass,0.0143776782048589,999,0,Fail,2.76734523561881,0.901086089888275,Pass,999,-1,0,Fail,
S17-A62,SS17,Unknown,1, ,CD13,Test,ref,999,0,Fail,0.0106337688185634,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A61,SS17,Unknown,1, ,CCNC,Test,ref,17.6966838251283,0.828442285380892,Pass,0.0131207306365164,999,0,Fail,4.99538225290295,0.828442285380892,Pass,999,-1,0,Fail,
S17-A72,SS17,Unknown,1, ,TAL1,Test,ref,15.4966044639542,0.97625934588176,Pass,0.0105145637107563,999,0,Fail,2.79530289172886,0.97625934588176,Pass,999,-1,0,Fail,
S17-A71,SS17,Unknown,1, ,MPO,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A70,SS17,Unknown,1, ,IL7R,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A69,SS17,Unknown,1, ,HMGA2,Test,ref,999,0,Fail,0.011342936222251,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S17-A68,SS17,Unknown,1, ,FLI1,Test,ref,14.2153616861902,0.71725218667274,Pass,0.00577758540573219,999,0,Fail,1.51406011396486,0.71725218667274,Pass,999,-1,0,Fail,
S17-A67,SS17,Unknown,1, ,CEACAM5,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
