Chip Run Info,D:\PCR DATA\Goran\01072014 HSC ss5 MS\ChipRun.bml,1361898495,96.96 (136x),GE 96x96 Standard v2,ROX,FAM-MGB,7/1/2014 5:04:21 PM,01:31:10,BIOMARKHD151
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.6
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,User
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Defined
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Fold Change,Quality,Call,Comments
S78-A63,SS76,Unknown,1,,CD243,Test,ref,15.0493777547954,0.836466270287686,Pass,0.0143776782048589,999,0,Fail,1.29537922421368,0.836466270287686,Pass,999,-1,0,Fail,
S78-A62,SS76,Unknown,1,,CD13,Test,ref,999,0,Fail,0.0106337688185634,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A61,SS76,Unknown,1,,CCNC,Test,ref,18.4746894038367,0.637173811005584,Pass,0.0131207306365164,999,0,Fail,4.72069087325498,0.637173811005584,Pass,999,-1,0,Fail,
S78-A72,SS76,Unknown,1,,TAL1,Test,ref,999,0,Fail,0.0105145637107563,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A71,SS76,Unknown,1,,MPO,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A70,SS76,Unknown,1,,IL7R,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A69,SS76,Unknown,1,,HMGA2,Test,ref,999,0,Fail,0.011342936222251,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A68,SS76,Unknown,1,,FLI1,Test,ref,15.9214466169373,0.821832125004347,Pass,0.00577758540573219,999,0,Fail,2.16744808635557,0.821832125004347,Pass,999,-1,0,Fail,
S78-A67,SS76,Unknown,1,,CEACAM5,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A78,SS76,Unknown,1,,CDKN1B,Test,ref,16.1895112146398,0.517935050031677,Fail,0.00779516202939579,999,0,Fail,2.43551268405803,0.517935050031677,Fail,999,-1,0,Fail,
S78-A77,SS76,Unknown,1,,CD71,Test,ref,15.1259805106853,0.877537500264891,Pass,0.014061906373137,999,0,Fail,1.37198198010359,0.877537500264891,Pass,999,-1,0,Fail,
S78-A76,SS76,Unknown,1,,CD49e,Test,ref,999,0,Fail,0.011205159218408,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A75,SS76,Unknown,1,,CD244,Test,ref,999,0,Fail,0.0133227052026465,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A74,SS76,Unknown,1,,CD15,Test,ref,999,0,Fail,0.0103571401368519,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A73,SS76,Unknown,1,,CCND1,Test,ref,999,0,Fail,0.0081677341556075,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A84,SS76,Unknown,1,,THY1,Test,ref,999,0,Fail,0.0065164486298048,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A83,SS76,Unknown,1,,Notch1,Test,ref,999,0,Fail,0.00529467926150921,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A82,SS76,Unknown,1,,ITGB7,Test,ref,999,0,Fail,0.0092058463308281,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A81,SS76,Unknown,1,,HOXA5,Test,ref,999,0,Fail,0.00604053731352747,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A80,SS76,Unknown,1,,FLT3,Test,ref,999,0,Fail,0.0100339840136811,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A79,SS76,Unknown,1,,CEACAM6,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A90,SS76,Unknown,1,,Cdkn1c,Test,ref,19.5809810668919,0.835361720323202,Pass,0.00488845349121929,999,0,Fail,5.82698253631019,0.835361720323202,Pass,999,-1,0,Fail,
S78-A89,SS76,Unknown,1,,CD86,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A88,SS76,Unknown,1,,CD49f,Test,ref,16.5836657840742,1,Pass,0.0159430412820121,999,0,Fail,2.82966725349245,0.932892234620202,Pass,999,-1,0,Fail,
S78-A87,SS76,Unknown,1,,CD33,Test,ref,999,0,Fail,0.0120626810533097,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A86,SS76,Unknown,1,,CD151,Test,ref,999,0,Fail,0.0145099881811032,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A85,SS76,Unknown,1,,CCNE1,Test,ref,999,0,Fail,0.0102196121843372,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A96,SS76,Unknown,1,,VWF,Test,ref,999,0,Fail,0.00382006558225211,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A95,SS76,Unknown,1,,Pu1,Test,ref,999,0,Fail,0.00638928502851184,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S78-A94,SS76,Unknown,1,,KIT,Test,ref,14.8456137461669,1,Pass,0.00699479270713429,999,0,Fail,1.09161521558513,0.932892234620202,Pass,999,-1,0,Fail,
S78-A93,SS76,Unknown,1,,HOXB4,Test,ref,19.3174913542493,0.857539767887179,Pass,0.00524913885620777,999,0,Fail,5.56349282366754,0.857539767887179,Pass,999,-1,0,Fail,
S78-A92,SS76,Unknown,1,,ref,Reference,,14.3226934443264,0.865784469240403,Pass,0.00547711740858932,999,0,Fail,0.568694913744631,0.865784469240403,Pass,999,-1,0,Fail,
S78-A91,SS76,Unknown,1,,CEBPalfa,Test,ref,999,0,Fail,0.00479386673841566,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A01,SS24,Unknown,1, ,ACE,Test,ref,16.5787154784602,0.980110809034883,Pass,0.00417469413939947,999,0,Fail,3.53803655689864,0.968513864894475,Pass,999,-1,0,Fail,
S24-A02,SS24,Unknown,1, ,Ccnf,Test,ref,999,0,Fail,0.00762680449631716,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A03,SS24,Unknown,1, ,Cd162,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A04,SS24,Unknown,1, ,CD34,Test,ref,16.3897960501578,0.867345940384161,Pass,0.0110004302618243,999,0,Fail,3.34911712859625,0.867345940384161,Pass,999,-1,0,Fail,
S24-A05,SS24,Unknown,1, ,CD53,Test,ref,17.8094205811365,0.930546272352027,Pass,0.00961195006642353,999,0,Fail,4.76874165957487,0.930546272352027,Pass,999,-1,0,Fail,
S24-A06,SS24,Unknown,1, ,CD9,Test,ref,999,0,Fail,0.0131871627125278,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A07,SS24,Unknown,1, ,CDKN2A,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A08,SS24,Unknown,1, ,CSF3R,Test,ref,14.4873179349349,0.965970283701824,Pass,0.00739483819285099,999,0,Fail,1.44663901337331,0.965970283701824,Pass,999,-1,0,Fail,
S24-A09,SS24,Unknown,1, ,GATA1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A10,SS24,Unknown,1, ,HPRT,Test,ref,999,0,Fail,0.00798256174323489,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A11,SS24,Unknown,1, ,Lin28B,Test,ref,999,0,Fail,0.00623241913871582,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A12,SS24,Unknown,1, ,RAG2,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A13,SS24,Unknown,1, ,AHR,Test,ref,16.8585468407278,1,Pass,0.0106856699938162,999,0,Fail,3.81786791916622,0.968513864894475,Pass,999,-1,0,Fail,
S24-A14,SS24,Unknown,1, ,CCNG1,Test,ref,15.5795659447344,0.912379698793041,Pass,0.00646031329530732,999,0,Fail,2.53888702317283,0.912379698793041,Pass,999,-1,0,Fail,
S24-A15,SS24,Unknown,1, ,CD165,Test,ref,999,0,Fail,0.00740489284862091,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A16,SS24,Unknown,1, ,CD35,Test,ref,15.3902661711746,0.964142943470545,Pass,0.00586561205902168,999,0,Fail,2.34958724961301,0.964142943470545,Pass,999,-1,0,Fail,
S24-A17,SS24,Unknown,1, ,CD54,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A18,SS24,Unknown,1, ,CD93,Test,ref,999,0,Fail,0.00678282059893852,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A19,SS24,Unknown,1, ,CDKN2B,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A20,SS24,Unknown,1, ,EBF1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A21,SS24,Unknown,1, ,GATA2,Test,ref,18.6610201749462,0.95809477784535,Pass,0.00532992442214292,999,0,Fail,5.62034125338457,0.95809477784535,Pass,999,-1,0,Fail,
S24-A22,SS24,Unknown,1, ,ID2,Test,ref,19.0993112064663,0.683192185859333,Pass,0.0122855592702119,999,0,Fail,6.05863228490476,0.683192185859333,Pass,999,-1,0,Fail,
S24-A23,SS24,Unknown,1, ,LMO2,Test,ref,13.656619667994,0.950604507344934,Pass,0.00758847865136622,999,0,Fail,0.615940746432416,0.950604507344934,Pass,999,-1,0,Fail,
S24-A24,SS24,Unknown,1, ,ref,Reference,,12.5111421617322,1,Pass,0.00547711740858932,999,0,Fail,-0.529536759829382,0.968513864894475,Pass,999,-1,0,Fail,
S24-A25,SS24,Unknown,1, ,BMI1,Test,ref,15.3900694309717,0.721104885562437,Pass,0.0128993322677345,999,0,Fail,2.34939050941007,0.721104885562437,Pass,999,-1,0,Fail,
S24-A26,SS24,Unknown,1, ,CCR,Test,ref,999,0,Fail,0.00818805193545112,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A27,SS24,Unknown,1, ,CD18,Test,ref,999,0,Fail,0.00925003762727756,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A28,SS24,Unknown,1, ,CD36,Test,ref,999,0,Fail,0.0142798031525467,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A29,SS24,Unknown,1, ,CD55,Test,ref,17.352178441226,0.83162751661636,Pass,0.00668291726756213,999,0,Fail,4.31149951966439,0.83162751661636,Pass,999,-1,0,Fail,
S24-A30,SS24,Unknown,1, ,CD97,Test,ref,18.6327690794197,0.978489002234033,Pass,0.00847193364645452,999,0,Fail,5.59209015785813,0.968513864894475,Pass,999,-1,0,Fail,
S24-A31,SS24,Unknown,1, ,CDKN2C,Test,ref,999,0,Fail,0.00740745955247231,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A32,SS24,Unknown,1, ,ENG,Test,ref,999,0,Fail,0.00900706227692326,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A33,SS24,Unknown,1, ,GFI1,Test,ref,999,0,Fail,0.00459278880011109,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A34,SS24,Unknown,1, ,IGF2BPI,Test,ref,16.5381370787822,1,Pass,0.00917964402223912,999,0,Fail,3.49745815722061,0.968513864894475,Pass,999,-1,0,Fail,
S24-A35,SS24,Unknown,1, ,LYL1,Test,ref,999,0,Fail,0.00543433262818719,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A36,SS24,Unknown,1, ,RUNX1,Test,ref,16.7270638173241,1,Pass,0.00906314899108036,999,0,Fail,3.68638489576255,0.968513864894475,Pass,999,-1,0,Fail,
S24-A37,SS24,Unknown,1, ,CCNA1,Test,ref,999,0,Fail,0.0233889804490084,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A38,SS24,Unknown,1, ,CD100,Test,ref,999,0,Fail,0.00775506250391744,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A39,SS24,Unknown,1, ,CD84,Test,ref,17.4243171201033,0.843380139171335,Pass,0.0195040049282306,999,0,Fail,4.38363819854171,0.843380139171335,Pass,999,-1,0,Fail,
S24-A40,SS24,Unknown,1, ,CD38,Test,ref,999,0,Fail,0.015635308545831,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A41,SS24,Unknown,1, ,CD56,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A42,SS24,Unknown,1, ,CD98,Test,ref,17.0613514307987,0.844967567411562,Pass,0.00959679854555403,999,0,Fail,4.02067250923714,0.844967567411562,Pass,999,-1,0,Fail,
S24-A43,SS24,Unknown,1, ,CEACAM1,Test,ref,999,0,Fail,0.00517922557972216,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A44,SS24,Unknown,1, ,EPOR,Test,ref,999,0,Fail,0.00714922939070527,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A45,SS24,Unknown,1, ,Hes1,Test,ref,999,0,Fail,0.00476066601553474,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A46,SS24,Unknown,1, ,IK7F,Test,ref,16.5384445220842,0.982408605925873,Pass,0.00709356824211718,999,0,Fail,3.49776560052262,0.968513864894475,Pass,999,-1,0,Fail,
S24-A47,SS24,Unknown,1, ,mKi67,Test,ref,999,0,Fail,0.00665043797732045,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A48,SS24,Unknown,1, ,SELL,Test,ref,14.9822743520775,1,Pass,0.00840508919325634,999,0,Fail,1.94159543051588,0.968513864894475,Pass,999,-1,0,Fail,
S24-A54,SS24,Unknown,1, ,CD99,Test,ref,999,0,Fail,0.00879726160737329,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A53,SS24,Unknown,1, ,CD61,Test,ref,999,0,Fail,0.0106381859274878,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A52,SS24,Unknown,1, ,CD4,Test,ref,15.2877373454744,0.92237814745908,Pass,0.00718298207592986,999,0,Fail,2.24705842391286,0.92237814745908,Pass,999,-1,0,Fail,
S24-A51,SS24,Unknown,1, ,CD22,Test,ref,999,0,Fail,0.00877939272834603,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A50,SS24,Unknown,1, ,CD11a,Test,ref,999,0,Fail,0.00812914085089729,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A49,SS24,Unknown,1, ,CCNB1,Test,ref,999,0,Fail,0.0138130606667782,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A60,SS24,Unknown,1, ,SELP,Test,ref,17.6847537742476,0.830564923474361,Pass,0.00733681638298117,999,0,Fail,4.64407485268601,0.830564923474361,Pass,999,-1,0,Fail,
S24-A59,SS24,Unknown,1, ,MPL,Test,ref,16.8625869843466,1,Pass,0.00889315713841857,999,0,Fail,3.82190806278503,0.968513864894475,Pass,999,-1,0,Fail,
S24-A58,SS24,Unknown,1, ,IL2RG,Test,ref,18.298046487138,0.868681979638528,Pass,0.0102484366681444,999,0,Fail,5.25736756557643,0.868681979638528,Pass,999,-1,0,Fail,
S24-A57,SS24,Unknown,1, ,HEY2,Test,ref,999,0,Fail,0.00937299001922149,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A56,SS24,Unknown,1, ,ERG,Test,ref,13.9550361041904,0.99304897296529,Fail,0.00736185684040496,999,0,Fail,0.914357182628796,0.968513864894475,Fail,999,-1,0,Fail,
S24-A55,SS24,Unknown,1, ,CEACAM3,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A66,SS24,Unknown,1, ,CDKN1A,Test,ref,999,0,Fail,0.0038182707736666,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A65,SS24,Unknown,1, ,CD63,Test,ref,13.8039562262683,0.965080600349545,Pass,0.0103470318132771,999,0,Fail,0.763277304706746,0.965080600349545,Pass,999,-1,0,Fail,
S24-A64,SS24,Unknown,1, ,CD48,Test,ref,16.7700041365231,1,Pass,0.011165875493998,999,0,Fail,3.72932521496149,0.968513864894475,Pass,999,-1,0,Fail,
S24-A63,SS24,Unknown,1, ,CD243,Test,ref,16.0345941580805,0.775525325862828,Pass,0.0143776782048589,999,0,Fail,2.9939152365189,0.775525325862828,Pass,999,-1,0,Fail,
S24-A62,SS24,Unknown,1, ,CD13,Test,ref,999,0,Fail,0.0106337688185634,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A61,SS24,Unknown,1, ,CCNC,Test,ref,18.2579022316097,0.725564777750767,Pass,0.0131207306365164,999,0,Fail,5.21722331004812,0.725564777750767,Pass,999,-1,0,Fail,
S24-A72,SS24,Unknown,1, ,TAL1,Test,ref,16.0554878942394,0.859972666361984,Pass,0.0105145637107563,999,0,Fail,3.01480897267781,0.859972666361984,Pass,999,-1,0,Fail,
S24-A71,SS24,Unknown,1, ,MPO,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A70,SS24,Unknown,1, ,IL7R,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A69,SS24,Unknown,1, ,HMGA2,Test,ref,999,0,Fail,0.011342936222251,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A68,SS24,Unknown,1, ,FLI1,Test,ref,15.927717856307,0.94223776549497,Pass,0.00577758540573219,999,0,Fail,2.88703893474545,0.94223776549497,Pass,999,-1,0,Fail,
S24-A67,SS24,Unknown,1, ,CEACAM5,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A78,SS24,Unknown,1, ,CDKN1B,Test,ref,16.4179244397219,0.851312711172587,Pass,0.00779516202939579,999,0,Fail,3.37724551816028,0.851312711172587,Pass,999,-1,0,Fail,
S24-A77,SS24,Unknown,1, ,CD71,Test,ref,16.2970751706563,0.899811313966089,Pass,0.014061906373137,999,0,Fail,3.25639624909467,0.899811313966089,Pass,999,-1,0,Fail,
S24-A76,SS24,Unknown,1, ,CD49e,Test,ref,15.5849859691936,0.921307307902038,Pass,0.011205159218408,999,0,Fail,2.54430704763198,0.921307307902038,Pass,999,-1,0,Fail,
S24-A75,SS24,Unknown,1, ,CD244,Test,ref,17.2640631819931,0.885848471466518,Pass,0.0133227052026465,999,0,Fail,4.22338426043156,0.885848471466518,Pass,999,-1,0,Fail,
S24-A74,SS24,Unknown,1, ,CD15,Test,ref,19.0760149894493,0.880192400329732,Pass,0.0103571401368519,999,0,Fail,6.0353360678877,0.880192400329732,Pass,999,-1,0,Fail,
S24-A73,SS24,Unknown,1, ,CCND1,Test,ref,999,0,Fail,0.0081677341556075,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A84,SS24,Unknown,1, ,THY1,Test,ref,999,0,Fail,0.0065164486298048,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A83,SS24,Unknown,1, ,Notch1,Test,ref,999,0,Fail,0.00529467926150921,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A82,SS24,Unknown,1, ,ITGB7,Test,ref,999,0,Fail,0.0092058463308281,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A81,SS24,Unknown,1, ,HOXA5,Test,ref,999,0,Fail,0.00604053731352747,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A80,SS24,Unknown,1, ,FLT3,Test,ref,999,0,Fail,0.0100339840136811,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A79,SS24,Unknown,1, ,CEACAM6,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A90,SS24,Unknown,1, ,Cdkn1c,Test,ref,999,0,Fail,0.00488845349121929,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A89,SS24,Unknown,1, ,CD86,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A88,SS24,Unknown,1, ,CD49f,Test,ref,16.2763129548608,0.961299839061775,Pass,0.0159430412820121,999,0,Fail,3.23563403329926,0.961299839061775,Pass,999,-1,0,Fail,
S24-A87,SS24,Unknown,1, ,CD33,Test,ref,999,0,Fail,0.0120626810533097,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A86,SS24,Unknown,1, ,CD151,Test,ref,999,0,Fail,0.0145099881811032,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A85,SS24,Unknown,1, ,CCNE1,Test,ref,999,0,Fail,0.0102196121843372,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A96,SS24,Unknown,1, ,VWF,Test,ref,999,0,Fail,0.00382006558225211,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A95,SS24,Unknown,1, ,Pu1,Test,ref,14.2224921925302,0.92717164276709,Pass,0.00638928502851184,999,0,Fail,1.18181327096861,0.92717164276709,Pass,999,-1,0,Fail,
S24-A94,SS24,Unknown,1, ,KIT,Test,ref,15.5995990606005,0.931414235861667,Pass,0.00699479270713429,999,0,Fail,2.55892013903895,0.931414235861667,Pass,999,-1,0,Fail,
S24-A93,SS24,Unknown,1, ,HOXB4,Test,ref,999,0,Fail,0.00524913885620777,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S24-A92,SS24,Unknown,1, ,ref,Reference,,13.570215681391,0.937027729788949,Pass,0.00547711740858932,999,0,Fail,0.529536759829382,0.937027729788949,Pass,999,-1,0,Fail,
S24-A91,SS24,Unknown,1, ,CEBPalfa,Test,ref,999,0,Fail,0.00479386673841566,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A01,SS75,Unknown,1,,ACE,Test,ref,999,0,Fail,0.00417469413939947,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A02,SS75,Unknown,1,,Ccnf,Test,ref,18.9633567792305,1,Pass,0.00762680449631716,999,0,Fail,6.63223280872299,0.944797923337419,Pass,999,-1,0,Fail,
S77-A03,SS75,Unknown,1,,Cd162,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A04,SS75,Unknown,1,,CD34,Test,ref,16.817560792941,1,Pass,0.0110004302618243,999,0,Fail,4.48643682243344,0.944797923337419,Pass,999,-1,0,Fail,
S77-A05,SS75,Unknown,1,,CD53,Test,ref,15.7430192036247,0.926449845323025,Pass,0.00961195006642353,999,0,Fail,3.41189523311722,0.926449845323025,Pass,999,-1,0,Fail,
S77-A06,SS75,Unknown,1,,CD9,Test,ref,999,0,Fail,0.0131871627125278,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A07,SS75,Unknown,1,,CDKN2A,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A08,SS75,Unknown,1,,CSF3R,Test,ref,13.2935342381535,0.941393786841036,Pass,0.00739483819285099,999,0,Fail,0.962410267646025,0.941393786841036,Pass,999,-1,0,Fail,
S77-A09,SS75,Unknown,1,,GATA1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A10,SS75,Unknown,1,,HPRT,Test,ref,15.709412100967,1,Pass,0.00798256174323489,999,0,Fail,3.3782881304595,0.944797923337419,Pass,999,-1,0,Fail,
S77-A11,SS75,Unknown,1,,Lin28B,Test,ref,999,0,Fail,0.00623241913871582,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A12,SS75,Unknown,1,,RAG2,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A13,SS75,Unknown,1,,AHR,Test,ref,15.9492054801927,1,Pass,0.0106856699938162,999,0,Fail,3.6180815096852,0.944797923337419,Pass,999,-1,0,Fail,
S77-A14,SS75,Unknown,1,,CCNG1,Test,ref,14.1980640886285,0.836361917008405,Pass,0.00646031329530732,999,0,Fail,1.86694011812101,0.836361917008405,Pass,999,-1,0,Fail,
S77-A15,SS75,Unknown,1,,CD165,Test,ref,999,0,Fail,0.00740489284862091,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A16,SS75,Unknown,1,,CD35,Test,ref,999,0,Fail,0.00586561205902168,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A17,SS75,Unknown,1,,CD54,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A18,SS75,Unknown,1,,CD93,Test,ref,999,0,Fail,0.00678282059893852,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A19,SS75,Unknown,1,,CDKN2B,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A20,SS75,Unknown,1,,EBF1,Test,ref,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A21,SS75,Unknown,1,,GATA2,Test,ref,18.4393943428114,0.872586186904051,Pass,0.00532992442214292,999,0,Fail,6.10827037230385,0.872586186904051,Pass,999,-1,0,Fail,
S77-A22,SS75,Unknown,1,,ID2,Test,ref,15.0651965737834,0.786058930613406,Pass,0.0122855592702119,999,0,Fail,2.73407260327589,0.786058930613406,Pass,999,-1,0,Fail,
S77-A23,SS75,Unknown,1,,LMO2,Test,ref,999,0,Fail,0.00758847865136622,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A24,SS75,Unknown,1,,ref,Reference,,12.2248036625952,1,Pass,0.00547711740858932,999,0,Fail,-0.106320307912279,0.944797923337419,Pass,999,-1,0,Fail,
S77-A25,SS75,Unknown,1,,BMI1,Test,ref,15.1468824001064,0.657411822774261,Pass,0.0128993322677345,999,0,Fail,2.81575842959892,0.657411822774261,Pass,999,-1,0,Fail,
S77-A26,SS75,Unknown,1,,CCR,Test,ref,999,0,Fail,0.00818805193545112,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A27,SS75,Unknown,1,,CD18,Test,ref,999,0,Fail,0.00925003762727756,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A28,SS75,Unknown,1,,CD36,Test,ref,999,0,Fail,0.0142798031525467,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A29,SS75,Unknown,1,,CD55,Test,ref,999,0,Fail,0.00668291726756213,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A30,SS75,Unknown,1,,CD97,Test,ref,17.2282312913752,0.894663852233592,Pass,0.00847193364645452,999,0,Fail,4.89710732086769,0.894663852233592,Pass,999,-1,0,Fail,
S77-A31,SS75,Unknown,1,,CDKN2C,Test,ref,999,0,Fail,0.00740745955247231,999,0,Fail,999,0,Fail,999,-1,0,Fail,
S77-A32,SS75,Unknown,1,,ENG,Test,ref,16.3025443149905,0.898125943847095,Pass,0.00900706227692326,999,0,Fail,3.97142034448296,0.898125943847095,Pass,999,-1,0,Fail,
S77-A33,SS75,Unknown,1,,GFI1,Test,ref,17.8935524583748,1,Pass,0.00459278880011109,999,0,Fail,5.56242848786733,0.944797923337419,Pass,999,-1,0,Fail,
