Chip Run Info,C:\Users\eva\Documents\PCR\Result\DB\Amol\Amol sc index sort (wt)\Index sort Plate-1 Amol\ChipRun.bml,1131292164,48.48 (113x),GE 48x48 Fast PCR+Melt v2,ROX,EvaGreen,2014-04-01 13:23:28,00:31:24,BIOMARKHD151
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S02-A18,A8,Unknown,1,Slamf1,Test,17.9568366021683,0,Pass,0.0120476876168541,75.8961772905541,69.1155947301167,0.775562721741082,
S02-A19,A8,Unknown,1,Cd34,Test,11.5094849353851,1,Pass,0.0120476876168541,79.8826269145397,999,1,
S02-A20,A8,Unknown,1,Ebf1,Test,15.8836065484116,0,Fail,0.0120476876168541,999,76.7432189649665,0,
S02-A21,A8,Unknown,1,Gfi1b,Test,26.3265808835781,0,Fail,0.0120476876168541,999,999,0,
S02-A22,A8,Unknown,1,Il18,Test,999,0,Fail,0.0120476876168541,999,999,0,
S02-A23,A8,Unknown,1,Mpl,Test,15.3885859889343,0,Fail,0.0120476876168541,999,999,0,
S02-A24,A8,Unknown,1,Sox4,Test,13.2685013252137,1,Pass,0.0120476876168541,83.9586108086568,999,1,
S02-A25,A8,Unknown,1,Cd48,Test,11.8140871042028,1,Pass,0.0120476876168541,80.887749254074,999,1,
S02-A26,A8,Unknown,1,Egr1,Test,18.4695055080417,0,Fail,0.0120476876168541,999,76.7630150994121,0,
S02-A27,A8,Unknown,1,Hlf,Test,14.8087702693958,1,Pass,0.0120476876168541,80.1411163151271,999,1,
S02-A28,A8,Unknown,1,Il7r,Test,21.9651085733396,0,Fail,0.0120476876168541,999,70.9228792597106,0,
S02-A29,A8,Unknown,1,Myb,Test,8.5394648362421,1,Pass,0.0120476876168541,81.1496549298809,999,1,
S02-A30,A8,Unknown,1,Tal1,Test,16.2083206743244,1,Pass,0.0120476876168541,84.0592927649095,999,1,
S02-A31,A8,Unknown,1,Cebpa,Test,10.3759233663901,1,Pass,0.0120476876168541,77.9278811723973,999,1,
S02-A32,A8,Unknown,1,Ezh2,Test,12.8040782499936,1,Pass,0.0120476876168541,76.0517694747332,999,1,
S02-A33,A8,Unknown,1,Hoxa9,Test,15.8686879116066,1,Pass,0.0120476876168541,85.6484119466169,999,1,
S02-A34,A8,Unknown,1,Jam2,Test,999,0,Fail,0.0120476876168541,999,999,0,
S02-A35,A8,Unknown,1,Myc,Test,12.2116085767175,1,Pass,0.0120476876168541,82.592819089086,999,1,
S02-A36,A8,Unknown,1,Tcfe2a,Test,11.51744054375,1,Pass,0.0120476876168541,83.3080517950435,999,1,
S02-A37,A8,Unknown,1,Dicer1,Test,14.4878683335287,1,Pass,0.0120476876168541,81.1850772085627,999,1,
S02-A38,A8,Unknown,1,Fgd5,Test,999,0,Fail,0.0120476876168541,999,999,0,
S02-A39,A8,Unknown,1,Hoxb5,Test,16.5320015858441,0,Fail,0.0120476876168541,999,77.5098138609186,0,
S02-A40,A8,Unknown,1,Kit,Test,11.6006973865319,1,Pass,0.0120476876168541,79.8338420561862,999,1,
S02-A41,A8,Unknown,1,Pax5,Test,14.8055723759133,0,Fail,0.0120476876168541,999,74.2285098016453,0,
S02-A42,A8,Unknown,1,vwf,Test,15.1580765321976,0,Fail,0.0120476876168541,999,77.6768922181311,0,
S02-A43,A8,Unknown,1,Dnmt1,Test,12.1402063496253,1,Pass,0.0120476876168541,84.1300516742901,999,1,
S02-A44,A8,Unknown,1,Flt3,Test,20.6032165536004,1,Pass,0.0120476876168541,77.5320021821543,999,1,
S02-A45,A8,Unknown,1,hprt,Reference,10.7952363057815,1,Pass,0.0120476876168541,81.1534785666501,999,1,
S02-A46,A8,Unknown,1,Max,Test,13.5876242175504,1,Pass,0.0120476876168541,83.55007279939,999,1,
S02-A47,A8,Unknown,1,Rag1,Test,13.9320163550305,0,Fail,0.0120476876168541,999,76.263734621431,0,
S02-A48,A8,Unknown,1,zfp521,Test,18.9203972246398,1,Pass,0.0120476876168541,75.5979235606699,999,1,
S46-A01,H11,Unknown,1,actin,Reference,9.73161097961703,1,Pass,0.0120476876168541,82.1220547842741,999,1,
