Chip Run Info,C:\Documents and Settings\regmgka\Desktop\PCR data files\241111_GK_SEJLTHSC9+_left\ChipRun.bml,1131214095,48.48 (113x),Default-10min-Hot-Start,ROX,FAM-MGB,24/11/2011 14:45:06,01:31:39,BIOMARK190
Application Version,3.0.2
Application Build,20100811.2212
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent
ID,Name,Type,rConc,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call
S10-A18,sc_4,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A19,sc_4,Unknown,1,Cbx4,Test,control,19.7337961136421,0.87,Pass,0.0212016009526505,5.34594332361424,0.87,Pass
S10-A20,sc_4,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A21,sc_4,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A22,sc_4,Unknown,1,Ikzf1,Test,control,18.8638388197588,0.95,Pass,0.0212016009526505,4.47598602973096,0.9,Pass
S10-A23,sc_4,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A24,sc_4,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A25,sc_4,Unknown,1,Cd150,Test,control,15.7896735122324,0.97,Pass,0.0212016009526505,1.40182072220457,0.9,Pass
S10-A26,sc_4,Unknown,1,Ccnd1,Test,control,17.6242074080587,0.91,Pass,0.0212016009526505,3.23635461803089,0.9,Pass
S10-A27,sc_4,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A28,sc_4,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A29,sc_4,Unknown,1,p19,Test,control,17.1700868787145,0.86,Pass,0.0212016009526505,2.78223408868667,0.86,Pass
S10-A30,sc_4,Unknown,1,S100a6,Test,control,16.7567312245913,0.93,Pass,0.0212016009526505,2.3688784345634,0.9,Pass
S10-A31,sc_4,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A32,sc_4,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A33,sc_4,Unknown,1,Gata2,Test,control,16.3093775908203,0.85,Pass,0.0212016009526505,1.92152480079249,0.85,Pass
S10-A34,sc_4,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A35,sc_4,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A36,sc_4,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A37,sc_4,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A38,sc_4,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A39,sc_4,Unknown,1,Gfi1,Test,control,16.2172977877757,0.92,Pass,0.0212016009526505,1.82944499774784,0.9,Pass
S10-A40,sc_4,Unknown,1,Mpl,Test,control,14.3079557794029,0.97,Pass,0.0212016009526505,-0.079897010624963,0.9,Pass
S10-A41,sc_4,Unknown,1,p27,Test,control,16.7425518606756,0.85,Pass,0.0212016009526505,2.35469907064777,0.85,Pass
S10-A42,sc_4,Unknown,1,Tie1,Test,control,16.2642271902688,0.9,Pass,0.0212016009526505,1.87637440024094,0.9,Pass
S10-A43,sc_4,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A44,sc_4,Unknown,1,Ccng1,Test,control,17.6172085041944,0.94,Pass,0.0212016009526505,3.22935571416649,0.9,Pass
S10-A45,sc_4,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A46,sc_4,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A47,sc_4,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S10-A48,sc_4,Unknown,1,control,Reference,,12.7247341252327,0.95,Pass,0.0212016009526505,-1.66311866479519,0.9,Pass
S36-A01,sc_30,Unknown,1,control,Reference,,12.2594534253429,0.93,Pass,0.0212016009526505,-1.11215305502624,0.906666666666667,Pass
S36-A02,sc_30,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A03,sc_30,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A04,sc_30,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A05,sc_30,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A06,sc_30,Unknown,1,Pbx1,Test,control,16.438152022485,0.88,Pass,0.0212016009526505,3.06654554211583,0.88,Pass
S36-A07,sc_30,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A08,sc_30,Unknown,1,Cited2,Test,control,15.8829264214721,0.95,Pass,0.0212016009526505,2.51131994110299,0.906666666666667,Pass
S36-A09,sc_30,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A10,sc_30,Unknown,1,control,Reference,,15.0650132052434,0.86,Pass,0.0212016009526505,1.69340672487431,0.86,Pass
S36-A11,sc_30,Unknown,1,Rbl2,Test,control,16.8041700678374,0.9,Pass,0.0212016009526505,3.43256358746825,0.9,Pass
S36-A12,sc_30,Unknown,1,Procr,Test,control,23.9719664729206,0.92,Pass,0.0212016009526505,10.6003599925514,0.906666666666667,Pass
S36-A13,sc_30,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A14,sc_30,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A15,sc_30,Unknown,1,Esam1,Test,control,17.8895287615548,0.9,Pass,0.0212016009526505,4.51792228118569,0.9,Pass
S36-A16,sc_30,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A17,sc_30,Unknown,1,p16,Test,control,16.9774003312003,0.89,Pass,0.0212016009526505,3.60579385083116,0.89,Pass
S36-A18,sc_30,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A19,sc_30,Unknown,1,Cbx4,Test,control,18.4815851240271,0.89,Pass,0.0212016009526505,5.10997864365796,0.89,Pass
S36-A20,sc_30,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A21,sc_30,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A22,sc_30,Unknown,1,Ikzf1,Test,control,18.7546545421561,0.86,Pass,0.0212016009526505,5.38304806178699,0.86,Pass
S36-A23,sc_30,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A24,sc_30,Unknown,1,Runx1,Test,control,16.1088376211688,0.95,Pass,0.0212016009526505,2.73723114079966,0.906666666666667,Pass
S36-A25,sc_30,Unknown,1,Cd150,Test,control,15.8644468304385,0.99,Pass,0.0212016009526505,2.4928403500694,0.906666666666667,Pass
S36-A26,sc_30,Unknown,1,Ccnd1,Test,control,38.0402710709765,0.19,Fail,0.0212016009526505,24.6686645906073,0.19,Fail
S36-A27,sc_30,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A28,sc_30,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A29,sc_30,Unknown,1,p19,Test,control,26.4055044693962,0.93,Pass,0.0212016009526505,13.0338979890271,0.906666666666667,Pass
S36-A30,sc_30,Unknown,1,S100a6,Test,control,16.5931124367561,0.96,Pass,0.0212016009526505,3.22150595638698,0.906666666666667,Pass
S36-A31,sc_30,Unknown,1,Cd34,Test,control,17.9345223259812,0.87,Pass,0.0212016009526505,4.56291584561205,0.87,Pass
S36-A32,sc_30,Unknown,1,Ccne1,Test,control,36.3627000641024,0.11,Fail,0.0212016009526505,22.9910935837333,0.11,Fail
S36-A33,sc_30,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A34,sc_30,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A35,sc_30,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A36,sc_30,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A37,sc_30,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A38,sc_30,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A39,sc_30,Unknown,1,Gfi1,Test,control,33.6372689112107,0.41,Fail,0.0212016009526505,20.2656624308416,0.41,Fail
S36-A40,sc_30,Unknown,1,Mpl,Test,control,12.6409032557555,0.96,Pass,0.0212016009526505,-0.730703224613661,0.906666666666667,Pass
S36-A41,sc_30,Unknown,1,p27,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A42,sc_30,Unknown,1,Tie1,Test,control,18.2251913577253,0.91,Pass,0.0212016009526505,4.85358487735623,0.906666666666667,Pass
S36-A43,sc_30,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A44,sc_30,Unknown,1,Ccng1,Test,control,17.2681979393901,0.84,Pass,0.0212016009526505,3.89659145902099,0.84,Pass
S36-A45,sc_30,Unknown,1,Hoxa5,Test,control,16.730507902195,0.85,Pass,0.0212016009526505,3.35890142182591,0.85,Pass
S36-A46,sc_30,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A47,sc_30,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S36-A48,sc_30,Unknown,1,control,Reference,,12.790352810521,0.93,Pass,0.0212016009526505,-0.581253669848072,0.906666666666667,Pass
S15-A01,sc_9,Unknown,1,control,Reference,,14.8929594382965,0.94,Pass,0.0212016009526505,-0.229449032191409,0.935,Pass
S15-A02,sc_9,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A03,sc_9,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A04,sc_9,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A05,sc_9,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A06,sc_9,Unknown,1,Pbx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A07,sc_9,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A08,sc_9,Unknown,1,Cited2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A09,sc_9,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A10,sc_9,Unknown,1,control,Reference,,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A11,sc_9,Unknown,1,Rbl2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A12,sc_9,Unknown,1,Procr,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A13,sc_9,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A14,sc_9,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A15,sc_9,Unknown,1,Esam1,Test,control,19.4209235141619,0.94,Pass,0.0212016009526505,4.29851504367399,0.935,Pass
S15-A16,sc_9,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A17,sc_9,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A18,sc_9,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A19,sc_9,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A20,sc_9,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A21,sc_9,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A22,sc_9,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A23,sc_9,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A24,sc_9,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A25,sc_9,Unknown,1,Cd150,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A26,sc_9,Unknown,1,Ccnd1,Test,control,16.9958021811225,0.94,Pass,0.0212016009526505,1.87339371063463,0.935,Pass
S15-A27,sc_9,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A28,sc_9,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A29,sc_9,Unknown,1,p19,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A30,sc_9,Unknown,1,S100a6,Test,control,18.9310276250994,0.87,Pass,0.0212016009526505,3.80861915461146,0.87,Pass
S15-A31,sc_9,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A32,sc_9,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A33,sc_9,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A34,sc_9,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A35,sc_9,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A36,sc_9,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A37,sc_9,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A38,sc_9,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A39,sc_9,Unknown,1,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A40,sc_9,Unknown,1,Mpl,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A41,sc_9,Unknown,1,p27,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A42,sc_9,Unknown,1,Tie1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A43,sc_9,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A44,sc_9,Unknown,1,Ccng1,Test,control,19.0901088681794,0.82,Pass,0.0212016009526505,3.96770039769147,0.82,Pass
S15-A45,sc_9,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A46,sc_9,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A47,sc_9,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S15-A48,sc_9,Unknown,1,control,Reference,,15.3518575026793,0.93,Pass,0.0212016009526505,0.229449032191409,0.93,Pass
S35-A01,sc_29,Unknown,1,control,Reference,,13.8993215271349,0.96,Pass,0.0212016009526505,-0.565985633162828,0.936666666666667,Pass
S35-A02,sc_29,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A03,sc_29,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A04,sc_29,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A05,sc_29,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A06,sc_29,Unknown,1,Pbx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A07,sc_29,Unknown,1,Bmi1,Test,control,17.3172421991049,0.89,Pass,0.0212016009526505,2.8519350388071,0.89,Pass
S35-A08,sc_29,Unknown,1,Cited2,Test,control,15.0649104643952,0.93,Pass,0.0212016009526505,0.59960330409743,0.93,Pass
S35-A09,sc_29,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A10,sc_29,Unknown,1,control,Reference,,15.4491686642378,0.93,Pass,0.0212016009526505,0.98386150394005,0.93,Pass
S35-A11,sc_29,Unknown,1,Rbl2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A12,sc_29,Unknown,1,Procr,Test,control,23.0736114444984,0.92,Pass,0.0212016009526505,8.60830428420066,0.92,Pass
S35-A13,sc_29,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A14,sc_29,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A15,sc_29,Unknown,1,Esam1,Test,control,16.7171683278121,0.93,Pass,0.0212016009526505,2.25186116751432,0.93,Pass
S35-A16,sc_29,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A17,sc_29,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A18,sc_29,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A19,sc_29,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A20,sc_29,Unknown,1,Ccnb2,Test,control,38.7333869293693,0,Fail,0.0212016009526505,24.2680797690715,0,Fail
S35-A21,sc_29,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A22,sc_29,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A23,sc_29,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A24,sc_29,Unknown,1,Runx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A25,sc_29,Unknown,1,Cd150,Test,control,14.791533550842,0.98,Pass,0.0212016009526505,0.326226390544232,0.936666666666667,Pass
S35-A26,sc_29,Unknown,1,Ccnd1,Test,control,16.3942607912269,0.89,Pass,0.0212016009526505,1.92895363092913,0.89,Pass
S35-A27,sc_29,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A28,sc_29,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A29,sc_29,Unknown,1,p19,Test,control,15.8190391432782,0.86,Pass,0.0212016009526505,1.35373198298048,0.86,Pass
S35-A30,sc_29,Unknown,1,S100a6,Test,control,19.2224314789072,0.8,Pass,0.0212016009526505,4.75712431860946,0.8,Pass
S35-A31,sc_29,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A32,sc_29,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A33,sc_29,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A34,sc_29,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A35,sc_29,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A36,sc_29,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A37,sc_29,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A38,sc_29,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A39,sc_29,Unknown,1,Gfi1,Test,control,37.9378906045551,0,Fail,0.0212016009526505,23.4725834442574,0,Fail
S35-A40,sc_29,Unknown,1,Mpl,Test,control,15.6165981179711,0.97,Pass,0.0212016009526505,1.15129095767336,0.936666666666667,Pass
S35-A41,sc_29,Unknown,1,p27,Test,control,15.7049459667872,0.89,Pass,0.0212016009526505,1.23963880648943,0.89,Pass
S35-A42,sc_29,Unknown,1,Tie1,Test,control,15.8290500219837,0.91,Pass,0.0212016009526505,1.36374286168595,0.91,Pass
S35-A43,sc_29,Unknown,1,Cd9,Test,control,38.5022711377971,0.18,Fail,0.0212016009526505,24.0369639774993,0.18,Fail
S35-A44,sc_29,Unknown,1,Ccng1,Test,control,19.1893054982671,0.83,Pass,0.0212016009526505,4.72399833796933,0.83,Pass
S35-A45,sc_29,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A46,sc_29,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A47,sc_29,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S35-A48,sc_29,Unknown,1,control,Reference,,14.0474312895205,0.92,Pass,0.0212016009526505,-0.417875870777227,0.92,Pass
S14-A01,sc_8,Unknown,1,control,Reference,,14.3356460315212,0.93,Pass,0.0212016009526505,-0.0300895930997243,0.903333333333333,Pass
S14-A02,sc_8,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A03,sc_8,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A04,sc_8,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A05,sc_8,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A06,sc_8,Unknown,1,Pbx1,Test,control,15.8389404704387,0.89,Pass,0.0212016009526505,1.47320484581772,0.89,Pass
S14-A07,sc_8,Unknown,1,Bmi1,Test,control,17.5541207602933,0.91,Pass,0.0212016009526505,3.18838513567236,0.903333333333333,Pass
S14-A08,sc_8,Unknown,1,Cited2,Test,control,15.5644574001493,0.94,Pass,0.0212016009526505,1.19872177552839,0.903333333333333,Pass
S14-A09,sc_8,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A10,sc_8,Unknown,1,control,Reference,,16.0452418292319,0.86,Pass,0.0212016009526505,1.67950620461093,0.86,Pass
S14-A11,sc_8,Unknown,1,Rbl2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A12,sc_8,Unknown,1,Procr,Test,control,24.2489943819069,0.91,Pass,0.0212016009526505,9.88325875728593,0.903333333333333,Pass
S14-A13,sc_8,Unknown,1,Byglycan,Test,control,17.473713013667,0.92,Pass,0.0212016009526505,3.10797738904602,0.903333333333333,Pass
S14-A14,sc_8,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A15,sc_8,Unknown,1,Esam1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A16,sc_8,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A17,sc_8,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A18,sc_8,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A19,sc_8,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A20,sc_8,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A21,sc_8,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A22,sc_8,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A23,sc_8,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A24,sc_8,Unknown,1,Runx1,Test,control,17.1239656389174,0.95,Pass,0.0212016009526505,2.75823001429648,0.903333333333333,Pass
S14-A25,sc_8,Unknown,1,Cd150,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A26,sc_8,Unknown,1,Ccnd1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A27,sc_8,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A28,sc_8,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A29,sc_8,Unknown,1,p19,Test,control,19.1711622067205,0.91,Pass,0.0212016009526505,4.80542658209953,0.903333333333333,Pass
S14-A30,sc_8,Unknown,1,S100a6,Test,control,18.6021437712625,0.83,Pass,0.0212016009526505,4.2364081466416,0.83,Pass
S14-A31,sc_8,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A32,sc_8,Unknown,1,Ccne1,Test,control,16.8011221466102,0.96,Pass,0.0212016009526505,2.4353865219893,0.903333333333333,Pass
S14-A33,sc_8,Unknown,1,Gata2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A34,sc_8,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A35,sc_8,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A36,sc_8,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A37,sc_8,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A38,sc_8,Unknown,1,ccnf1,Test,control,38.1982093497599,0.17,Fail,0.0212016009526505,23.832473725139,0.17,Fail
S14-A39,sc_8,Unknown,1,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A40,sc_8,Unknown,1,Mpl,Test,control,14.5264927452835,0.93,Pass,0.0212016009526505,0.16075712066252,0.903333333333333,Pass
S14-A41,sc_8,Unknown,1,p27,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A42,sc_8,Unknown,1,Tie1,Test,control,16.8411843798966,0.82,Pass,0.0212016009526505,2.47544875527564,0.82,Pass
S14-A43,sc_8,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A44,sc_8,Unknown,1,Ccng1,Test,control,18.8784245567277,0.85,Pass,0.0212016009526505,4.51268893210677,0.85,Pass
S14-A45,sc_8,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A46,sc_8,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A47,sc_8,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S14-A48,sc_8,Unknown,1,control,Reference,,12.7163190131097,0.92,Pass,0.0212016009526505,-1.64941661151121,0.903333333333333,Pass
S34-A01,sc_28,Unknown,1,control,Reference,,11.9030712912662,0.96,Pass,0.0212016009526505,-1.59813854927406,0.91,Pass
S34-A02,sc_28,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A03,sc_28,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A04,sc_28,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A05,sc_28,Unknown,1,Rbl1,Test,control,19.7037529187739,0.87,Pass,0.0212016009526505,6.20254307823364,0.87,Pass
S34-A06,sc_28,Unknown,1,Pbx1,Test,control,14.1633916486582,0.93,Pass,0.0212016009526505,0.662181808117879,0.91,Pass
S34-A07,sc_28,Unknown,1,Bmi1,Test,control,25.4933298195865,0.84,Pass,0.0212016009526505,11.9921199790462,0.84,Pass
