Chip Run Info,C:\Documents and Settings\regmgka\Desktop\PCR data files\241111_GK_SEJLTHSC9+_left\ChipRun.bml,1131214095,48.48 (113x),Default-10min-Hot-Start,ROX,FAM-MGB,24/11/2011 14:45:06,01:31:39,BIOMARK190
Application Version,3.0.2
Application Build,20100811.2212
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent
ID,Name,Type,rConc,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call
S34-A08,sc_28,Unknown,1,Cited2,Test,control,15.1020208052292,0.94,Pass,0.0212016009526505,1.60081096468892,0.91,Pass
S34-A09,sc_28,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A10,sc_28,Unknown,1,control,Reference,,15.1698507378761,0.82,Pass,0.0212016009526505,1.66864089733579,0.82,Pass
S34-A11,sc_28,Unknown,1,Rbl2,Test,control,16.9857247707799,0.95,Pass,0.0212016009526505,3.48451493023965,0.91,Pass
S34-A12,sc_28,Unknown,1,Procr,Test,control,25.5866369987805,0.91,Pass,0.0212016009526505,12.0854271582402,0.91,Pass
S34-A13,sc_28,Unknown,1,Byglycan,Test,control,14.9054035138043,0.9,Pass,0.0212016009526505,1.40419367326406,0.9,Pass
S34-A14,sc_28,Unknown,1,Ccna2,Test,control,18.3090222262855,0.84,Pass,0.0212016009526505,4.8078123857452,0.84,Pass
S34-A15,sc_28,Unknown,1,Esam1,Test,control,17.2402745686332,0.91,Pass,0.0212016009526505,3.73906472809291,0.91,Pass
S34-A16,sc_28,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A17,sc_28,Unknown,1,p16,Test,control,18.802825235409,0.89,Pass,0.0212016009526505,5.3016153948687,0.89,Pass
S34-A18,sc_28,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A19,sc_28,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A20,sc_28,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A21,sc_28,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A22,sc_28,Unknown,1,Ikzf1,Test,control,18.3556029092032,0.97,Pass,0.0212016009526505,4.85439306866295,0.91,Pass
S34-A23,sc_28,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A24,sc_28,Unknown,1,Runx1,Test,control,17.1709292753884,0.9,Pass,0.0212016009526505,3.66971943484807,0.9,Pass
S34-A25,sc_28,Unknown,1,Cd150,Test,control,14.9136025152507,0.98,Pass,0.0212016009526505,1.41239267471039,0.91,Pass
S34-A26,sc_28,Unknown,1,Ccnd1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A27,sc_28,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A28,sc_28,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A29,sc_28,Unknown,1,p19,Test,control,17.5110990188903,0.88,Pass,0.0212016009526505,4.00988917834998,0.88,Pass
S34-A30,sc_28,Unknown,1,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A31,sc_28,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A32,sc_28,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A33,sc_28,Unknown,1,Gata2,Test,control,16.9507034443847,0.88,Pass,0.0212016009526505,3.44949360384444,0.88,Pass
S34-A34,sc_28,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A35,sc_28,Unknown,1,p21,Test,control,16.332891631092,0.92,Pass,0.0212016009526505,2.83168179055168,0.91,Pass
S34-A36,sc_28,Unknown,1,Tal1,Test,control,17.5219901053817,0.92,Pass,0.0212016009526505,4.02078026484145,0.91,Pass
S34-A37,sc_28,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A38,sc_28,Unknown,1,ccnf1,Test,control,38.0502030946345,0,Fail,0.0212016009526505,24.5489932540943,0,Fail
S34-A39,sc_28,Unknown,1,Gfi1,Test,control,36.9607566281118,0.32,Fail,0.0212016009526505,23.4595467875715,0.32,Fail
S34-A40,sc_28,Unknown,1,Mpl,Test,control,13.2941865548012,0.97,Pass,0.0212016009526505,-0.207023285739089,0.91,Pass
S34-A41,sc_28,Unknown,1,p27,Test,control,14.7433490411929,0.83,Pass,0.0212016009526505,1.24213920065258,0.83,Pass
S34-A42,sc_28,Unknown,1,Tie1,Test,control,15.5401500124812,0.92,Pass,0.0212016009526505,2.03894017194095,0.91,Pass
S34-A43,sc_28,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A44,sc_28,Unknown,1,Ccng1,Test,control,16.5389828809433,0.86,Pass,0.0212016009526505,3.03777304040306,0.86,Pass
S34-A45,sc_28,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A46,sc_28,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A47,sc_28,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S34-A48,sc_28,Unknown,1,control,Reference,,13.4307074924785,0.95,Pass,0.0212016009526505,-0.0705023480617424,0.91,Pass
S13-A01,sc_7,Unknown,1,control,Reference,,15.0360894991432,0.94,Pass,0.0212016009526505,0.13721936095132,0.89,Pass
S13-A02,sc_7,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A03,sc_7,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A04,sc_7,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A05,sc_7,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A06,sc_7,Unknown,1,Pbx1,Test,control,15.5517970326054,0.83,Pass,0.0212016009526505,0.652926894413611,0.83,Pass
S13-A07,sc_7,Unknown,1,Bmi1,Test,control,17.773037144594,0.89,Pass,0.0212016009526505,2.87416700640217,0.89,Pass
S13-A08,sc_7,Unknown,1,Cited2,Test,control,14.7644686688558,0.94,Pass,0.0212016009526505,-0.134401469336035,0.89,Pass
S13-A09,sc_7,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A10,sc_7,Unknown,1,control,Reference,,16.8452786384555,0.84,Pass,0.0212016009526505,1.94640850026369,0.84,Pass
S13-A11,sc_7,Unknown,1,Rbl2,Test,control,18.1313810930253,0.94,Pass,0.0212016009526505,3.23251095483348,0.89,Pass
S13-A12,sc_7,Unknown,1,Procr,Test,control,21.3839856005558,0.94,Pass,0.0212016009526505,6.48511546236396,0.89,Pass
S13-A13,sc_7,Unknown,1,Byglycan,Test,control,16.0332182942247,0.86,Pass,0.0212016009526505,1.13434815603285,0.86,Pass
S13-A14,sc_7,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A15,sc_7,Unknown,1,Esam1,Test,control,16.9836085338999,0.89,Pass,0.0212016009526505,2.08473839570804,0.89,Pass
S13-A16,sc_7,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A17,sc_7,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A18,sc_7,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A19,sc_7,Unknown,1,Cbx4,Test,control,29.4493943764025,0.87,Pass,0.0212016009526505,14.5505242382106,0.87,Pass
S13-A20,sc_7,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A21,sc_7,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A22,sc_7,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A23,sc_7,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A24,sc_7,Unknown,1,Runx1,Test,control,16.5064907737363,0.95,Pass,0.0212016009526505,1.60762063554444,0.89,Pass
S13-A25,sc_7,Unknown,1,Cd150,Test,control,14.8322606478368,0.99,Pass,0.0212016009526505,-0.0666094903550416,0.89,Pass
S13-A26,sc_7,Unknown,1,Ccnd1,Test,control,16.434087315358,0.9,Pass,0.0212016009526505,1.53521717716613,0.89,Pass
S13-A27,sc_7,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A28,sc_7,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A29,sc_7,Unknown,1,p19,Test,control,18.8161339533449,0.91,Pass,0.0212016009526505,3.91726381515302,0.89,Pass
S13-A30,sc_7,Unknown,1,S100a6,Test,control,18.641076563184,0.9,Pass,0.0212016009526505,3.74220642499212,0.89,Pass
S13-A31,sc_7,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A32,sc_7,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A33,sc_7,Unknown,1,Gata2,Test,control,16.3293035007663,0.87,Pass,0.0212016009526505,1.43043336257442,0.87,Pass
S13-A34,sc_7,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A35,sc_7,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A36,sc_7,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A37,sc_7,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A38,sc_7,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A39,sc_7,Unknown,1,Gfi1,Test,control,14.5887926635124,0.93,Pass,0.0212016009526505,-0.310077474679467,0.89,Pass
S13-A40,sc_7,Unknown,1,Mpl,Test,control,13.7791763623098,0.96,Pass,0.0212016009526505,-1.11969377588201,0.89,Pass
S13-A41,sc_7,Unknown,1,p27,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A42,sc_7,Unknown,1,Tie1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A43,sc_7,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A44,sc_7,Unknown,1,Ccng1,Test,control,17.4030960738078,0.88,Pass,0.0212016009526505,2.50422593561598,0.88,Pass
S13-A45,sc_7,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A46,sc_7,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A47,sc_7,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S13-A48,sc_7,Unknown,1,control,Reference,,12.8152422769768,0.89,Pass,0.0212016009526505,-2.08362786121501,0.89,Pass
S33-A01,sc_27,Unknown,1,control,Reference,,13.3261101996941,0.94,Pass,0.0212016009526505,-0.561769185896656,0.926666666666667,Pass
S33-A02,sc_27,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A03,sc_27,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A04,sc_27,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A05,sc_27,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A06,sc_27,Unknown,1,Pbx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A07,sc_27,Unknown,1,Bmi1,Test,control,18.2787328101328,0.89,Pass,0.0212016009526505,4.39085342454207,0.89,Pass
S33-A08,sc_27,Unknown,1,Cited2,Test,control,15.1852509696745,0.92,Pass,0.0212016009526505,1.29737158408374,0.92,Pass
S33-A09,sc_27,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A10,sc_27,Unknown,1,control,Reference,,16.2684554379066,0.9,Pass,0.0212016009526505,2.38057605231578,0.9,Pass
S33-A11,sc_27,Unknown,1,Rbl2,Test,control,18.3647995946901,0.92,Pass,0.0212016009526505,4.4769202090993,0.92,Pass
S33-A12,sc_27,Unknown,1,Procr,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A13,sc_27,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A14,sc_27,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A15,sc_27,Unknown,1,Esam1,Test,control,18.4175488930145,0.95,Pass,0.0212016009526505,4.52966950742375,0.926666666666667,Pass
S33-A16,sc_27,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A17,sc_27,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A18,sc_27,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A19,sc_27,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A20,sc_27,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A21,sc_27,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A22,sc_27,Unknown,1,Ikzf1,Test,control,18.6919108804188,0.93,Pass,0.0212016009526505,4.80403149482801,0.926666666666667,Pass
S33-A23,sc_27,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A24,sc_27,Unknown,1,Runx1,Test,control,17.2144510949597,0.97,Pass,0.0212016009526505,3.3265717093689,0.926666666666667,Pass
S33-A25,sc_27,Unknown,1,Cd150,Test,control,13.5118827849742,0.98,Pass,0.0212016009526505,-0.375996600616583,0.926666666666667,Pass
S33-A26,sc_27,Unknown,1,Ccnd1,Test,control,17.1236423938832,0.96,Pass,0.0212016009526505,3.23576300829246,0.926666666666667,Pass
S33-A27,sc_27,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A28,sc_27,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A29,sc_27,Unknown,1,p19,Test,control,16.9594326029908,0.88,Pass,0.0212016009526505,3.07155321740002,0.88,Pass
S33-A30,sc_27,Unknown,1,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A31,sc_27,Unknown,1,Cd34,Test,control,18.0785196668567,0.84,Pass,0.0212016009526505,4.19064028126595,0.84,Pass
S33-A32,sc_27,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A33,sc_27,Unknown,1,Gata2,Test,control,15.3305034059936,0.81,Pass,0.0212016009526505,1.44262402040286,0.81,Pass
S33-A34,sc_27,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A35,sc_27,Unknown,1,p21,Test,control,17.412060975713,0.89,Pass,0.0212016009526505,3.52418159012223,0.89,Pass
S33-A36,sc_27,Unknown,1,Tal1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A37,sc_27,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A38,sc_27,Unknown,1,ccnf1,Test,control,15.7126193025715,0.78,Pass,0.0212016009526505,1.8247399169807,0.78,Pass
S33-A39,sc_27,Unknown,1,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A40,sc_27,Unknown,1,Mpl,Test,control,13.3394693436934,0.96,Pass,0.0212016009526505,-0.54841004189737,0.926666666666667,Pass
S33-A41,sc_27,Unknown,1,p27,Test,control,22.5555848263417,0.95,Pass,0.0212016009526505,8.66770544075091,0.926666666666667,Pass
S33-A42,sc_27,Unknown,1,Tie1,Test,control,17.1218384476374,0.85,Pass,0.0212016009526505,3.23395906204663,0.85,Pass
S33-A43,sc_27,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A44,sc_27,Unknown,1,Ccng1,Test,control,17.6033908633504,0.94,Pass,0.0212016009526505,3.71551147775959,0.926666666666667,Pass
S33-A45,sc_27,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A46,sc_27,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A47,sc_27,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S33-A48,sc_27,Unknown,1,control,Reference,,12.0690725191717,0.94,Pass,0.0212016009526505,-1.81880686641911,0.926666666666667,Pass
S18-A01,sc_12,Unknown,1,control,Reference,,13.8163934387996,0.95,Pass,0.0212016009526505,-0.652933224424634,0.903333333333333,Pass
S18-A02,sc_12,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A03,sc_12,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A04,sc_12,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A05,sc_12,Unknown,1,Rbl1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A06,sc_12,Unknown,1,Pbx1,Test,control,15.4705481353199,0.89,Pass,0.0212016009526505,1.00122147209567,0.89,Pass
S18-A07,sc_12,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A08,sc_12,Unknown,1,Cited2,Test,control,14.6780510863004,0.96,Pass,0.0212016009526505,0.208724423076202,0.903333333333333,Pass
S18-A09,sc_12,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A10,sc_12,Unknown,1,control,Reference,,15.937315946033,0.81,Pass,0.0212016009526505,1.46798928280882,0.81,Pass
S18-A11,sc_12,Unknown,1,Rbl2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A12,sc_12,Unknown,1,Procr,Test,control,23.2691436458346,0.92,Pass,0.0212016009526505,8.79981698261038,0.903333333333333,Pass
S18-A13,sc_12,Unknown,1,Byglycan,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A14,sc_12,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A15,sc_12,Unknown,1,Esam1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A16,sc_12,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A17,sc_12,Unknown,1,p16,Test,control,17.2275979035288,0.9,Pass,0.0212016009526505,2.75827124030454,0.9,Pass
S18-A18,sc_12,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A19,sc_12,Unknown,1,Cbx4,Test,control,18.9909790603694,0.9,Pass,0.0212016009526505,4.52165239714516,0.9,Pass
S18-A20,sc_12,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A21,sc_12,Unknown,1,Flt3,Test,control,31.4684228905846,0.77,Pass,0.0212016009526505,16.9990962273604,0.77,Pass
S18-A22,sc_12,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A23,sc_12,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A24,sc_12,Unknown,1,Runx1,Test,control,22.9823483255596,0.95,Pass,0.0212016009526505,8.51302166233538,0.903333333333333,Pass
S18-A25,sc_12,Unknown,1,Cd150,Test,control,14.4463941580565,0.98,Pass,0.0212016009526505,-0.0229325051677129,0.903333333333333,Pass
S18-A26,sc_12,Unknown,1,Ccnd1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A27,sc_12,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A28,sc_12,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A29,sc_12,Unknown,1,p19,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A30,sc_12,Unknown,1,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A31,sc_12,Unknown,1,Cd34,Test,control,17.098716018724,0.78,Pass,0.0212016009526505,2.62938935549982,0.78,Pass
S18-A32,sc_12,Unknown,1,Ccne1,Test,control,16.5589410434046,0.96,Pass,0.0212016009526505,2.08961438018041,0.903333333333333,Pass
S18-A33,sc_12,Unknown,1,Gata2,Test,control,17.1566718309415,0.84,Pass,0.0212016009526505,2.68734516771728,0.84,Pass
S18-A34,sc_12,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A35,sc_12,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A36,sc_12,Unknown,1,Tal1,Test,control,17.1299496303567,0.87,Pass,0.0212016009526505,2.66062296713243,0.87,Pass
S18-A37,sc_12,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A38,sc_12,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A39,sc_12,Unknown,1,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A40,sc_12,Unknown,1,Mpl,Test,control,13.5680377452919,0.95,Pass,0.0212016009526505,-0.901288917932288,0.903333333333333,Pass
S18-A41,sc_12,Unknown,1,p27,Test,control,16.5180951329528,0.85,Pass,0.0212016009526505,2.04876846972857,0.85,Pass
S18-A42,sc_12,Unknown,1,Tie1,Test,control,16.4351902975259,0.88,Pass,0.0212016009526505,1.96586363430171,0.88,Pass
S18-A43,sc_12,Unknown,1,Cd9,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A44,sc_12,Unknown,1,Ccng1,Test,control,19.1081570769684,0.83,Pass,0.0212016009526505,4.63883041374416,0.83,Pass
S18-A45,sc_12,Unknown,1,Hoxa5,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A46,sc_12,Unknown,1,Mpo,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A47,sc_12,Unknown,1,p57,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S18-A48,sc_12,Unknown,1,control,Reference,,13.65427060484,0.95,Pass,0.0212016009526505,-0.815056058384192,0.903333333333333,Pass
S32-A01,sc_26,Unknown,1,control,Reference,,12.2323629505711,0.94,Pass,0.0212016009526505,-1.44486456762862,0.92,Pass
S32-A02,sc_26,Unknown,1,Cebpa,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A03,sc_26,Unknown,1,Ebf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A04,sc_26,Unknown,1,Hes1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A05,sc_26,Unknown,1,Rbl1,Test,control,19.768359718661,0.78,Pass,0.0212016009526505,6.09113220046134,0.78,Pass
S32-A06,sc_26,Unknown,1,Pbx1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A07,sc_26,Unknown,1,Bmi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A08,sc_26,Unknown,1,Cited2,Test,control,14.2608126698213,0.97,Pass,0.0212016009526505,0.583585151621586,0.92,Pass
S32-A09,sc_26,Unknown,1,Epor,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A10,sc_26,Unknown,1,control,Reference,,15.3588291177606,0.87,Pass,0.0212016009526505,1.68160159956092,0.87,Pass
S32-A11,sc_26,Unknown,1,Rbl2,Test,control,17.4778766006838,0.86,Pass,0.0212016009526505,3.80064908248414,0.86,Pass
S32-A12,sc_26,Unknown,1,Procr,Test,control,25.295220144147,0.89,Pass,0.0212016009526505,11.6179926259473,0.89,Pass
S32-A13,sc_26,Unknown,1,Byglycan,Test,control,19.1815916508794,0.86,Pass,0.0212016009526505,5.50436413267965,0.86,Pass
S32-A14,sc_26,Unknown,1,Ccna2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A15,sc_26,Unknown,1,Esam1,Test,control,18.1524507377263,0.88,Pass,0.0212016009526505,4.47522321952662,0.88,Pass
S32-A16,sc_26,Unknown,1,Il7r,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A17,sc_26,Unknown,1,p16,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A18,sc_26,Unknown,1,Rag1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A19,sc_26,Unknown,1,Cbx4,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A20,sc_26,Unknown,1,Ccnb2,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A21,sc_26,Unknown,1,Flt3,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A22,sc_26,Unknown,1,Ikzf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A23,sc_26,Unknown,1,p18,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A24,sc_26,Unknown,1,Runx1,Test,control,17.5937888412775,0.91,Pass,0.0212016009526505,3.91656132307775,0.91,Pass
S32-A25,sc_26,Unknown,1,Cd150,Test,control,15.9644055181326,0.97,Pass,0.0212016009526505,2.28717799993294,0.92,Pass
S32-A26,sc_26,Unknown,1,Ccnd1,Test,control,17.5236685161852,0.96,Pass,0.0212016009526505,3.84644099798547,0.92,Pass
S32-A27,sc_26,Unknown,1,Gata1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A28,sc_26,Unknown,1,ki67,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A29,sc_26,Unknown,1,p19,Test,control,17.1730990622831,0.89,Pass,0.0212016009526505,3.49587154408342,0.89,Pass
S32-A30,sc_26,Unknown,1,S100a6,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A31,sc_26,Unknown,1,Cd34,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A32,sc_26,Unknown,1,Ccne1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A33,sc_26,Unknown,1,Gata2,Test,control,15.6851862781323,0.85,Pass,0.0212016009526505,2.00795875993261,0.85,Pass
S32-A34,sc_26,Unknown,1,Lck,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A35,sc_26,Unknown,1,p21,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A36,sc_26,Unknown,1,Tal1,Test,control,23.9896780435456,0.91,Pass,0.0212016009526505,10.3124505253459,0.91,Pass
S32-A37,sc_26,Unknown,1,Cd48,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A38,sc_26,Unknown,1,ccnf1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A39,sc_26,Unknown,1,Gfi1,Test,control,999,0,Fail,0.0212016009526505,999,0,Fail
S32-A40,sc_26,Unknown,1,Mpl,Test,control,13.7929277799871,0.96,Pass,0.0212016009526505,0.115700261787444,0.92,Pass
